ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,Wong Wong,172,,NA,0,17414,No,54,06,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",4,Mary L,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r461735707-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,02/01/2017,02/21/17,"In search of a quick lunch in Philadelphia's Chinatown, we happened on Wong Wong. We were greeted and seated immediately, and the attentive server brought tea, water and the voluminous menu--which had something for every taste. Opted for the wonton noodle soup with sliced pork, which proved to be enormous and excellent, with aromatic broth, a hefty portion of wontons and noodles and ample, tender meat, dressed with fresh cilantro and greens. Prices were low, service great, and the setting clean and comfortable, which explained the brisk business--every table was full, even at 2pm on a weekday. Will definitely return!",Couples,,New York,Dance,Westbury,NA,No,06/12,Great lunch!
0,Wong Wong,31,,NA,0,3157,No,7,04,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",5,tshare2016,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r425633868-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,10/01/2016,10/06/16,"We have eaten here many times and the staff makes you feel like family. They remember what you like to eat/drink. Convenient location in Chinatown. Wenky He, manager, goes out of her way to be sure you enjoy your meal. The Peking Duck is wonderful--great flavor and not greasy. The grouper is cooked so delicately that it melts in your mouth. All portions are very generous. Be sure to try the shrimp wontons. Be sure to try it when in Philly, you will not be disappointed. PS..unlike many restaurants, the tea is complimentary.",Couples,,Florida,Dance,Ormond Beach,NA,No,02/09,EXCELLENT CHINESE
0,Wong Wong,111,, Female ,0,14266,No,26,06,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",5,Sandy J,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r390571449-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,02/01/2016,07/08/16,"My big koala bear and I stumbled on this place while exploring Chinatown. It is on the corner intersection between the two most busy streets of Chinatown. We really love this place because of the large windows so we can see outside the people. The interior decor is simple but homey with yellow walls, black metal chairs and green seats. Tables are covered with glass top over table cloth. Staff is friendly and fast and attentive. Dishes are not expensive. Large portions! We always get a 1/4 duck to pair it with congee. The lobster is pretty good. i think this is one of those good whole int he wall places where the food is pretty good and pretty authentic!",Couples,87,NA,Dance,,F,No,07/16,"Great corner street view with large portions, good duck"
0,Wong Wong,183,,Male ,0,18394,No,69,06,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",4,Brion B,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r282993804-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,06/01/2015,06/25/15,We stumbled in to this restaurant because we were looking for duck. The duck soup was tasty and quiet filling. We certainly would return.,Couples,,Florida,Dance,Orlando,M,No,01/12,Great duck soup
1,Wong Wong,31,1,NA,0,3190,No,15,04,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",1,Napeng,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r266159983-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,04/01/2015,04/16/15,We grew up eating Chinese BBQ and this was the worst roast pork we ever had. The roast duck was nothing to write home about either. All around tasteless food. There are a lot of better choices in Chinatown.,Couples,,Texas,Dance,Arlington,NA,No,06/14,3 thumbs down
0,Wong Wong,83,,NA,0,8352,No,47,05,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",5,Robert W,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r452158502-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,11/01/2016,01/15/17,"I love Peking duck. And this place delivers! And for an amazingly affordable price. Also enjoyed a duck appetizer. Equally good. As a novel twist, the Peking duck was served with buns as opposed to the traditional pancakes. Kudos! Relaxed and unpretentious atmosphere. Fast and friendly service. A couple of blocks off Chinatown’s main street, but well worth walking the extra distance. Can’t wait to return!",Solo,,South Carolina,Dance,Charleston,NA,No,06/13,"great food, great value"
0,Wong Wong,12,,NA,0,1283,No,58,03,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",5,BoyneDefender,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r366106192-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,04/01/2016,04/21/16,"After walking around Chinatown, I decided to try Wong Wong. Huge selection on the menu.... I chose the garlic beef medium and an egg roll. It was amazing and the waitress we're friendly. The egg roll was different from any I have tried before.",Solo,,MI,Dance,Detroit,NA,Yes,04/05,Beat Chinese lunch ever!
0,Wong Wong,115,, 65+ year old male ,0,11618,No,28,06,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",2,bretseahorse,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r272058646-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,05/01/2015,05/14/15,"In my attempt to give Ting Wong, my one-time favorite Chinatown restaurant, one last try I attempted to go there for lunch this week only to find that they were closed ""for renovations."" No surprise, my experience there had been decidedly unsatisfactory ever since they changed ownership several months ago. A local resident who witnessed my confusion stopped to assist me. After a brief discussion he pointed down the block to another establishment, Wong Wong, he suggested I should try. I figured, why not, he lives here so he should know the good spots. Wrong! Wong Wong must be his brother's place because my experience there was worse than my first choice. I had to wait five minutes before anyone even acknowledged me. Finally someone looked at me and pointed to one of the empty tables where I was to sit. After that table was cleaned I did sit and perused the extensive menu. Actually there were two of them, the regular one and another for the lunch specials. I decided on #5 from the regular menu, noodle soup with soy chicken. Big mistake. While the broth had decent flavor and there was an abundance of okay noodles, the chicken was more bone than meat. I had to actually search through the soup to find something to chew on. I was hungry so I did finish the soup, but it didn't get any better. When the bill (written in Chinese) came it was higher than I expected so I questioned my server about it. She took it away somewhere and came back and explained, ""she made mistake"" and provided a corrected check. I felt it still was too high but I was in no mood to quible, so I paid the check with an adequate tip and left the premises. Though rather small, the overall atmosphere is pleasantly decorated and well lighted.",Solo,3,Pennsylvania,Dance,Sumneytown,M,No,12/10,First Visit = Last Visit
1,Wong Wong,97,1, 35-49 year old male ,0,9884,No,34,05,"941 Race St , Philadelphia , PA 19107-1805 941 Race St , Philadelphia, PA 19107-1805",1,TheFoodCritique,https://www.tripadvisor.com//ShowUserReviews-g60795-d3678851-r153471561-Wong_Wong-Philadelphia_Pennsylvania.html#REVIEWS,02/01/2013,03/01/13,"Had to run an errand at Chinatown so I stopped by. The food was decent, but not as good as others have said. But towards the end I found a little dead cockroach in my dish, urgh, the thought of me eating most of dish... anyway, told the waitress who I think is the owner, and she accused me of planting it there and wanting to get free food out of it. I told her no, it was unfortunate I didn't see it till I almost finished the dish, but she went on to curse at me and actually threaten me that if I don't pay then they will do physical harm on me. Geez.... paid the bill and left. I have eaten at many other establishments in Chinatown Philly and I must say they are all better than this place. The restaurant named ""David's"" something something is better in my opinion, and they don't threaten you physical harm.... I would recommend people to stay away.",Solo,,Pennsylvania,Dance,Leola,M,No,08/07,"Avoid at all cost, plenty of other great choices"
0,Philly Soft Pretzel Factory,33,,Male ,0,3307,No,7,04,"3377 Aramingo Ave , Port Richmond Plaza , Philadelphia , PA 19134-4505 3377 Aramingo Ave , Port Richmond Plaza , Philadelphia, PA 19134-4505",4,Joseph P,https://www.tripadvisor.com//ShowUserReviews-g60795-d5075666-r433404775-Philly_Soft_Pretzel_Factory-Philadelphia_Pennsylvania.html#REVIEWS,10/01/2016,10/31/16,"Well what can u say about any philly pretzel, but they are good so for these guys to and a twist on the standard way of making them is great.i love the cheese and the steak ones.the little bit size ones are good to.i highly recommend this place for a quick but goid snack.",Solo,,Florida,Dance,Palm Coast,M,Yes,03/16,Electrian
0,Philly Soft Pretzel Factory,32,,NA,0,3234,No,9,04,"3377 Aramingo Ave , Port Richmond Plaza , Philadelphia , PA 19134-4505 3377 Aramingo Ave , Port Richmond Plaza , Philadelphia, PA 19134-4505",5,conserve731,https://www.tripadvisor.com//ShowUserReviews-g60795-d5075666-r265865683-Philly_Soft_Pretzel_Factory-Philadelphia_Pennsylvania.html#REVIEWS,02/01/2015,04/15/15,"When I was a child we got penny pretzels at recess in school. This was a real highlight of every day. People still sell pretzels in Philadelphia, We are known for our soft pretzels. Do not buy soft Philly pretzels at the airport in Philadelphia. These are not the real McCoy. If you want the pretzels that thrilled me from my childhood, try Philly Pretzel Factory ones. Now you can buy them in other parts of the country. I am so glad because I love Philly pretzels!",Solo,,Pennsylvania,Dance,Philadelphia,NA,No,10/11,A love affair since childhood.
0,Graffiti Bar,62,,NA,0,8019,No,14,05,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",4,jeffe82,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r392933062-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,07/01/2016,07/15/16,"Go to their Happy Hour! You won't regret it. It's a small drink menu but the options are unique and good. And the food...well you can't go wrong with $5 pork Bao buns or fresh, homemade dumplings from Sampan. Put it this way...6 drinks and 5 apps cost us under $40 before tip. It's a tiny place but it's fun.",Couples,50,New Jersey,Dance,Barrington,NA,Yes,07/13,Perfect Happy Hour
0,Graffiti Bar,135,, 25-34 year old female ,0,13701,No,46,06,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",3,tempranill0,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r385244596-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,06/01/2016,06/23/16,"Grafitti Bar is a fun spot - usually a little crowded - good food from Sampan next door that is connected. However, we were charged $17 a piece for two regular mixed drinks, not premium liquor. I found this to be absurd and is the reason we won't be back.",Couples,,Pennsylvania,Dance,Philadelphia,F,No,12/12,Cool Spot - Pricey
0,Graffiti Bar,14,,NA,0,1906,No,1,03,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",3,RRomanSr,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r364991672-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,04/01/2016,04/17/16,Love this hidden gem in the back of a nice restaurant (outside). It was packed but still was able to grab a few beers. There were 4 of us.,Couples,4,NA,Dance,,NA,Yes,09/14,Nice outside bar
0,Graffiti Bar,71,, 25-34 year old female ,0,7325,No,10,05,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",2,TravelLadyBug22,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r364795602-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,04/01/2016,04/17/16,"Thought it was a super-cool bar, but was a little disappointed as the sound was amplified so much by the close proximity of the walls it was hard to carry a conversation. We tried a couple of cocktails but they were nothing special and we left. Not a great date night place. Cool decor though!",Couples,7,Australia,Dance,Brisbane,F,Yes,10/11,"Loud, busy and not great cocktails"
0,Graffiti Bar,170,, 25-34 year old female ,0,17363,No,63,06,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",5,Wrldtraveler365,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r283720418-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,06/01/2015,06/28/15,"This bar is located off a very small alley covered in awesome graffiti. We stumbled , Literally upon this place years ago and make it a point to return every time we are back in Philly. The bar itself is small, but rarely is it too packed to enjoy. The music and atmosphere are chill and the drinks are great, especially the specialty cocktails.My favorite I suggest trying are the Watermelon Spicy Martini, made with real watermelon juice and muddled with fresh chile, also try the specialty concoction of sake, champagne & sangria, it's quite refreshing. Great hole in the wall local spot to definitely check out. They also offer a small food menu if you are hungry.",Couples,8,CA,Dance,Hollywood,F,No,07/11,Awesome hole in the wall bar with unique and great specialty drinks
0,Graffiti Bar,109,, 25-34 year old ,0,11968,No,38,06,"124 S 13th St , Philadelphia , PA 19107-4528 124 S 13th St , Philadelphia, PA 19107-4528",3,phillyboy1234,https://www.tripadvisor.com//ShowUserReviews-g60795-d5561989-r289956499-Graffiti_Bar-Philadelphia_Pennsylvania.html#REVIEWS,05/01/2015,07/17/15,"I'll hand it to Sampan, they take an empty concrete backyard and turn it into a gold mine. You will find a bar with barely enough room to serve the crowd it draws, good but pricey drinks, and an attentive staff. Get there early.",Solo,5,Pennsylvania,Dance,Philadelphia,NA,Yes,08/13,Small and expensive
