ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,67,,NA,0,7849,No,39,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",4,Big_D_Nanaimo_BC,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r456441539-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,03/01/2016,02/01/17,Stayed one night on our way back from Honduras. Close to airport c/w shuttle service. We were able to get shuttle pretty quickly - service was great. Check in no problems...hotel and room were fairly quiet but busy at the time. Bed was average but comfortable. Enjoyed the free breakfast before we left...we were up very early so fortunately there was some none perishables out for us..tx We would stay here again if we passed through.,Couples,28,BC,Dance,Nanaimo,NA,No,06/09,Convenient and clean - just the way we like it
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,2,,NA,0,200,No,,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",5,Antanya C,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r455283197-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,01/01/2017,01/27/17,"This was a very clean hotel with friendly and courteous staff. Being a gold member comes with perks, I liked the fact that the staff recognized this and snacks were ready for me at check-in! My husband enjoyed the breakfast and I was very appreciative of the complimentary WIFI.",Couples,,United States,Dance,Covington,NA,No,01/14,Winter Vacation
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,1,,NA,0,100,No,,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",2,merrilyb2017,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r454422145-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,01/01/2017,01/22/17,"First room had an air conditioner that was not cooling and a damp floor. Second room had TV remote that did not work and bedspread was ruffled (looked like someone was laying on bed before we arrived). Third room had loud air conditioner, but best of three rooms, so there we stayed.",Couples,,United States,Dance,Austin,NA,No,01/17,Third Times a Charm
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,87,, 25-34 year old male ,0,8988,No,33,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",3,Chris N,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r450305826-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,01/01/2017,01/07/17,Check in was easy. Staff were friendly. Free breakfast was average. Room was average. Car parking was free. Property definitely needs updating however. Gym was basic. It was a satisfactory stay for 1 night.,Couples,,New Zealand,Dance,Auckland,M,Yes,02/14,Overnight after flying in to Houston
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,34,,NA,0,3594,No,14,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",4,Signhild_N,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r440405418-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,10/01/2016,11/27/16,"This was the second time we stayed at the Hampton airport hotel in Houston. It is a clean and standard level hotel in the Hilton family near the international airport and with free shuttle service. You have free WiFi, free breakfast (simpler version) and a complimentary wine and snack in the early evening. But all of that is not what makes this hotel so good. It is the service that the personell is giving you that puts a smile on your face! They are not only positive in their attitude, helpful whenever you need something and accommodating when you need a problem to be solved. They help you equally as nicely when you have already checked out! How is that for an airport hotel? We asked if they could keep our suitcase for ten days as we were traveling with back packs to Costa Rica. No problem for the Hampton Inn. They kept our suitcase and even helped us with some clothes that needed cleaning while we were gone. As we returned to catch a flight out of Houston, they had everything arranged for us with the suitcase and the cleaned clothes.",Couples,6,Sweden,Dance,Stockholm,NA,No,04/12,Great but really great service!
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,244,, ,0,24847,No,63,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",3,599RobertB,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r443432053-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,12/01/2016,12/10/16,"While this hotel is convent, there are no restaurants near by, except for a fast food, and hotel shuttle does not offer shuttle service. Evening reception offered beer and wine as well as wings and meatballs. Also cops were offered.",Solo,,South Carolina,Dance,Aiken,NA,No,08/12,Convient
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,15,, 25-34 year old male ,0,2006,No,21,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",5,zapata2182,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r441192084-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,11/01/2016,11/30/16,"Checked in for one night and a couple of hours, great and fast shuttle service you are literally 5 minutes away from the airport, check in around midnight and Amyn from the Front desk was flawless and great, he knew the benefits for us HHonors and everything. Wake up call was done on time and the room was big, comfy and clean. Great free breakfast and wifi. Eventhough i stayed for just a couple of hours it was very nice.",Solo,,United Arab Emirates,Dance,Dubai,M,No,01/08,Great fast stay
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,6,, Female ,0,1105,No,,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",5,reneepri,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r435440322-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,11/01/2016,11/07/16,"I always stay at a Hampton inn whenever possible. The staff is super helpful and friendly. The free shuttle service to and from the airport prompt, friendly, & helpful. Customer service is number one at this location.",Solo,16,Missouri,Dance,Kansas City,F,No,10/14,Over night stay - airport connection
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,12,,NA,0,1214,No,9,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",3,John J,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r424532917-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,10/01/2016,10/02/16,"Stayed in rm121. Could clearly hear shower running in room above. Toilet above was louder than a small jet taking off from airport when flushed. Unfortunately the people in room above arrived late and departed early. Mattress was an inexpensive bottom of the line set. Could literally feel the coils. Room was clean,staff very friendly and helpful. This was a handicapped room, don't know why they put me in here I didn't need. This room was definitely not up to the Hampton standards I'm used to. Will give three stars because of staff.",Solo,,Texas,Dance,Galveston Island,NA,Yes,02/13,Noisey room
0,Hampton Inn & Suites Houston-Bush Intercontinental Airport,17,, 50-64 year old male ,0,2291,No,11,0,"15831 John F Kennedy Blvd , Houston , TX 77032-2317 15831 John F Kennedy Blvd , Houston, TX 77032-2317",2,Jkincaid0427,https://www.tripadvisor.com//ShowUserReviews-g56003-d631349-r424584599-Hampton_Inn_Suites_Houston_Bush_Intercontinental_Airport-Houston_Texas.html#CHECK_RATES_CONT,09/01/2016,10/02/16,"Checked in at 11:45 pm and had to leave at 6:00 am. While the room was clean, the cable TV - perhaps the most simple aspect of a room - did not work. I called the front desk, not 7 mins after arriving and no one answered. i was too tired to walk down and lodge a complaint.",Solo,13,Texas,Dance,Houston,M,No,01/14,Hotels are about consistent attention to detail - this Hampton FAILED.
