ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,Adriatic Restaurant,25,, ,0,2525,No,15,04,"5553 N Clark St , Chicago , IL 60640-1244 5553 N Clark St , Chicago, IL 60640-1244",3,md758,https://www.tripadvisor.com//ShowUserReviews-g35805-d427703-r320642492-Adriatic_Restaurant-Chicago_Illinois.html#REVIEWS,10/01/2015,10/21/15,"Grabbed dinner here while exploring Andersonville on a recent trip to Chicago. We were seated in the very pretty patio area. The food was pretty good--not great, but not bad. My companion and I both had kebabs. They were fine, but the accompanying tzatziki sauce was ice-cold. After our plates were cleared, my friend and I discussed having an after-dinner coffee--but the waitress vanished. When she reappeared--about 15 minutes later--she plopped the check on our table without even asking if we wanted anything else. Um, okay. The place was nearly empty at ""dinnertime,"" so there's that. Really wouldn't recommend this place and can't imagine ever going back.",Couples,,NA,Dance,,NA,No,10/14,It's okay . . .
0,Adriatic Restaurant,132,, 50-64 year old male ,0,14569,No,59,06,"5553 N Clark St , Chicago , IL 60640-1244 5553 N Clark St , Chicago, IL 60640-1244",4,kingatchgook,https://www.tripadvisor.com//ShowUserReviews-g35805-d427703-r298067547-Adriatic_Restaurant-Chicago_Illinois.html#REVIEWS,08/01/2015,08/11/15,"Love this place - has a very interesting menu, and the food is quite tasty. Always fast and friendly service. Seafood and meat prepared very well. Try the sangria.",Couples,24,Illinois,Dance,Chicago,M,No,03/05,Great place for dinner
0,Adriatic Restaurant,11,,NA,0,1102,No,2,03,"5553 N Clark St , Chicago , IL 60640-1244 5553 N Clark St , Chicago, IL 60640-1244",4,Joanne D,https://www.tripadvisor.com//ShowUserReviews-g35805-d427703-r297542664-Adriatic_Restaurant-Chicago_Illinois.html#REVIEWS,07/01/2015,08/10/15,"We visited Adriatic with friends who live in the area. The drinks were great (white sangria and margaritas). Our server was excellent and the food was very good. We sat in an area next to a pond that was filled with koi and three turtles too. A fig tree and hibiscus flowers surround the pond (live flora, not artificial).",Couples,,"Illinois, United States",Dance,Chicago,NA,No,09/13,Great ambiance
0,Adriatic Restaurant,132,, 50-64 year old male ,0,14569,No,59,06,"5553 N Clark St , Chicago , IL 60640-1244 5553 N Clark St , Chicago, IL 60640-1244",4,kingatchgook,https://www.tripadvisor.com//ShowUserReviews-g35805-d427703-r261895513-Adriatic_Restaurant-Chicago_Illinois.html#REVIEWS,03/01/2015,03/26/15,We always enjoy eating here - good variety and great food. Our server was phenomenal - made a terrific sangria to complement the lamb chops. We shall return!,Couples,24,Illinois,Dance,Chicago,M,No,03/05,Excellent food and service
0,Adriatic Restaurant,338,, 65+ year old female ,0,43081,No,226,06,"5553 N Clark St , Chicago , IL 60640-1244 5553 N Clark St , Chicago, IL 60640-1244",4,JstarkScotland,https://www.tripadvisor.com//ShowUserReviews-g35805-d427703-r179581464-Adriatic_Restaurant-Chicago_Illinois.html#REVIEWS,09/01/2013,10/03/13,"We were exploring Andersonville and came on this restaurant. We sat outside in their lovely little covered courtyard with fountains, gold fish and plant feature beside us. The food was different to many other restaurants and we particularly liked the deep fried dates in crispy bacon. Service was very friendly and prompt.",Couples,301,NA,Dance,Montrose,F,No,03/05,NICE RESTAURANT IN A NICE AREA
0,Opart Thai House Restaurant,158,, 25-34 year old male ,0,16195,No,85,06,"4658 N Western Ave , Chicago , IL 60625-2043 4658 N Western Ave , Chicago, IL 60625-2043",5,David A,https://www.tripadvisor.com//ShowUserReviews-g35805-d427316-r357532892-Opart_Thai_House_Restaurant-Chicago_Illinois.html#REVIEWS,01/01/2016,03/22/16,"Im not really big on thai food but the food here was amazing i had the crab rangoon, and the Khao Nar Ped ( Sliced roasted duck with stir-fried Chinese broccoli, served with sauce over steamed rice ) what a dish i recommend",Couples,6,NA,Dance,Chicago,M,No,06/13,Wow
0,Opart Thai House Restaurant,40,,NA,0,6574,No,9,05,"4658 N Western Ave , Chicago , IL 60625-2043 4658 N Western Ave , Chicago, IL 60625-2043",5,Burghbear,https://www.tripadvisor.com//ShowUserReviews-g35805-d427316-r353442206-Opart_Thai_House_Restaurant-Chicago_Illinois.html#REVIEWS,03/01/2016,03/06/16,"The Tiger Cry beef is excellent as well as most any of their dishes. The Pad Kratiam Prik Thai is my favorite. It is basically,garlic and pepper chicken. Ordering your meal spicy is not for the faint of heart! This is a BYOB place which is not too much of a killer as right next door is a liquor store.",Couples,19,Pennsylvania,Dance,Pittsburgh,NA,No,03/14,"Save the Airfare to Bankok, Come to Opart in Chicago."
0,Opart Thai House Restaurant,73,,NA,0,7319,No,19,05,"4658 N Western Ave , Chicago , IL 60625-2043 4658 N Western Ave , Chicago, IL 60625-2043",4,HT0375,https://www.tripadvisor.com//ShowUserReviews-g35805-d427316-r352909845-Opart_Thai_House_Restaurant-Chicago_Illinois.html#REVIEWS,02/01/2016,03/04/16,"Opart Thai isn't your cheap, quick, thai restaurant place... It's moderately priced and you will usually end up spending $20/person for your meal with 2 people consisting of a small appetizer for 2, plus 2 main courses without soft drinks... So just keep that in mind. It is BYOB, so at least it helps with keeping the cost reasonable. The food is usually excellent though it depends on which time and day of the week you go... We usually have their shrimp & vegetable thai stir fry and their catfish + veggy basil stir fry... The pad thai is also pretty tasty... Their Tiger cry is awesome. The curry is good except for the chicken they use which can taste pretty blend. Their ONLY MAJOR drawback is that they DON'T GIVE RICE with dishes & the rice you buy for $1 or $2 extra is very poor quality rice. Something they really need to improve upon. Also some of the meat like ""bbq pork"" used is pretty poor quality too, they should improve upon that. The seafood & tofu are pretty good quality though & the beef too... The chicken & pork are not alas. Overall this is an excellent place to eat Thai in Chicago as long as you know what to order (don't get chicken or pork - poor quality used -> Something they need to improve upon).",Couples,,NA,Dance,Chicago,NA,No,02/10,One of the best Thai in town at a middle-level price range but poor quality rice
1,Opart Thai House Restaurant,45,1,Male ,0,5317,No,17,05,"4658 N Western Ave , Chicago , IL 60625-2043 4658 N Western Ave , Chicago, IL 60625-2043",5,rjweisberg,https://www.tripadvisor.com//ShowUserReviews-g35805-d427316-r238452884-Opart_Thai_House_Restaurant-Chicago_Illinois.html#REVIEWS,10/01/2014,11/06/14,"Title says it all; we eat here at least once a week. My favorites are the pad Thai, green curry, tiger cry, and Thai fried rice. We've tried many other dishes and have never once been disappointed. Great, friendly environment inside (i've eaten there 2-3 times) but we usually take out since it is so close to home. Our food is usually ready in 15 minutes which is nice (order for 2) but it can obviously be longer if it is super busy or your order is larger.",Couples,10,Illinois,Dance,Chicago,M,No,04/14,My go-to Thai!
0,Opart Thai House Restaurant,30,,NA,0,3038,No,23,04,"4658 N Western Ave , Chicago , IL 60625-2043 4658 N Western Ave , Chicago, IL 60625-2043",5,ingenueangel,https://www.tripadvisor.com//ShowUserReviews-g35805-d427316-r223282039-Opart_Thai_House_Restaurant-Chicago_Illinois.html#REVIEWS,08/01/2014,08/20/14,"You can't go wrong with Opart Thai. It's right off the Western Brown line stop, and there's parking right across the street in a pay parking lot. Get the Tiger Cry. DO IT. It's amazing. Charbroiled pieces of the best tasting beef you've ever had. Cooked to perfection. The dipping sauce is sweet and tangy. I ordered the Pad Ped Tuah (chili sauce over green beans and chicken). It is my personal favorite, and it's never disappointing. My dining companion always orders something different, and each time he loves what he ordered. The most recent visit, he ordered the Curry. I tried some and it was DELICIOUS. Sometimes, the restaurant can be feel a little small. The tables are small, so if you have more than two people, and coats or handbags, it can get a little awkward. Also, the last time I was there, there was a hipster couple with the toddler in tow who screamed the whole time, shrieking in excitement without hesitation. That became annoying, but it is certainly not the restaurants fault that some diners believe that toddlers belong in quiet restaurants. The next couple that entered brought a baby. So, the soft, peaceful music and conversation was destroyed by the time our main course arrived. Ugh. But, you have to try this place. Ignore some of the ridiculous reviews by people who are very picky and love to ""customize"" everything they eat to their exact specifications. Those people are never satisfied. You'll love this place too. I guarantee it. And, the decor is beautiful. You can't go wrong.",Couples,,NA,Dance,,NA,No,11/07,BEST THAI IN CHICAGO
