ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,The Field Museum,210,, 35-49 year old female ,0,25393,No,73,06,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,iwearblack,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r465134497-The_Field_Museum-Chicago_Illinois.html#REVIEWS,12/01/2016,03/06/17,"Okay so we took a taxi down from the Silversmith and bought whaterver ticket covered everything. So worth it, we saw the Terracotta Warriors (Best line over heard ""Why aren't they dirty, I thought they were supposed to be old"") the Tattoo Exhibit (gross but maybe people will get better tats after seeing Sailor Jerry sketches), chinese exhibit, gem room and everything else we wanted to see. We watched people get turned away from exhibits because they bought the cheaper ticket. NOT worth it. Best souvenir: Mold-A-Rama stegosaurus on the second floor. Best watching: scientists cleaning the fossils.",Couples,140,Michigan,Dance,Muskegon,F,No,06/08,Buy The Full Ticket
0,The Field Museum,86,, 50-64 year old male ,0,9177,No,12,05,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",4,F Austin J,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r464612521-The_Field_Museum-Chicago_Illinois.html#REVIEWS,03/01/2017,03/04/17,We walked through very quickly all by the showcases. We even ate lunch on site and it was good. A lot to see and enjoyable.,Couples,18,United States,Dance,Grinnell,M,Yes,05/14,Spring Break with Friends
0,The Field Museum,77,, 35-49 year old male ,0,8614,No,59,05,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,TXGoose23,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r464359868-The_Field_Museum-Chicago_Illinois.html#REVIEWS,03/01/2017,03/03/17,"Sue was beautiful and awesome to see, worth the trip. Egypt exhibition was cool too. The mummies and sarcophagus were surreal.",Couples,22,TX,Dance,Frisco,M,Yes,07/07,Sue rocks
0,The Field Museum,28,, Female ,0,3640,No,5,04,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,TheHolmesFamily,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r464050366-The_Field_Museum-Chicago_Illinois.html#REVIEWS,04/01/2016,03/02/17,"We've been to the Field Museum a few times through out the years. I always enjoy every time we go. There are many different exhibites to walk through, each giving you a different place, culture, and history to learn about. They also have exhibites that are available only for a certain amount of time. If you plan on going, check out the website first to plan your visit. I recommend getting their at open because you will spend the whole day there. There is a parking garage at the stadium you can use for a fee. If you have kids and want to save money then you can always pack a lunch and drink because food is very expensive to purchase. There is lockers to rent, sitting areas, cafeteria to have your lunch at. They also have elevators and it's wheel chair accessible. They have 3D movies available to watch also plus gift shops. If you go on a nice day you can get a great view of the Lake and city! Enjoy!",Couples,18,Illinois,Dance,Streator,F,Yes,03/11,Wonder time and learning experience
0,The Field Museum,7,,NA,0,769,No,4,02,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,Meredith G,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r462896369-The_Field_Museum-Chicago_Illinois.html#REVIEWS,02/01/2017,02/26/17,We love museums and the field museum is one of the most incredible! They have a great collection of Tibetan artifacts and a very complete section on areas in Oceania and the Pac Rim.,Couples,,NA,Dance,,NA,Yes,02/16,Fantastic museum!
0,The Field Museum,108,, 35-49 year old female ,0,13680,No,45,06,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,Jennifer R,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r464307951-The_Field_Museum-Chicago_Illinois.html#REVIEWS,12/01/2016,03/03/17,Went here to see the Terra Cota Warriors and ended up spending the day looking at everything else. What a beautiful place. I highly recommend if you are in town for a couple of days.,Solo,88,"Iowa, United States",Dance,Boone,F,No,09/13,Great place!
1,The Field Museum,8,1, ,0,804,No,4,02,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,Dean H,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r461316134-The_Field_Museum-Chicago_Illinois.html#REVIEWS,01/01/2017,02/19/17,This is one of the most comprehensive museums in America. With various special exhibits along with history and culture from all over the world as well as natural history. Plan anywhere from four hours to a day to see the whole museum,Solo,,NA,Dance,Chewelah,NA,No,10/13,Amazing comprehensive museum
0,The Field Museum,28,, Female ,0,4048,No,3,04,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,MaryinChicago,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r461280782-The_Field_Museum-Chicago_Illinois.html#REVIEWS,03/01/2016,02/19/17,"The museum has many great permanent exhibits. At this visit, I went to a temporary exhibit about the Greeks. It had many artifacts that helped to make the ancient culture come alive. The exhibition space was beautifully managed and lit. My trip to the museum was well worth the time spent.",Solo,41,Illinois,Dance,Chicago,F,No,08/08,Museum with Great Exhibitions
0,The Field Museum,3,,NA,0,301,No,1,01,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",3,briancdove,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r459397345-The_Field_Museum-Chicago_Illinois.html#REVIEWS,02/01/2017,02/13/17,"While some of the temporary exhibits are fascinating, with the proliferation of the internet, the taxidermy animal and bird exhibits seem very outdated.",Solo,,Illinois,Dance,Chicago,NA,No,07/16,Some very outdated exhibits
0,The Field Museum,5,,NA,0,500,No,,02,"1400 S Lake Shore Dr , Chicago , IL 60605-2496",5,legonna,https://www.tripadvisor.com//ShowUserReviews-g35805-d103999-r458522880-The_Field_Museum-Chicago_Illinois.html#REVIEWS,12/01/2016,02/10/17,This place always reminds me of an old time movie museum and is quite filled with very interesting displays of a classic kind. a bit pricey but what isn't these days,Solo,,Missouri,Dance,Saint Louis,NA,No,02/17,An Important Visit
