ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,Public House - New York,101,, 50-64 year old female ,0,10127,No,27,06,"140 E 41st St , New York City , NY 10017 140 E 41st St , New York City, NY 10017",3,lmvacation,https://www.tripadvisor.com//ShowUserReviews-g60763-d1367960-r456542006-Public_House_New_York-New_York_City_New_York.html#REVIEWS,01/01/2017,02/01/17,"We booked this because it was reasonably close to our hotel, and if we weren't exhausted we probably would have left as soon as we walked in and heard the music. It was comically loud - but they had our table waiting so we thought we'd make the best of it and just duck under the table if we had to talk. Surprisingly for the food was really good - my husband had the short rib French dip, and I had the turkey burger. The sweet potato fries were good. And the beer list is good as well. If it weren't for the music, I'd go back. But I somehow suspect the music is supposed to keep adult couples like us away!",Couples,,NA,Dance,Chicago,F,No,02/05,"Incredibly LOUD music, but pretty good food"
0,Public House - New York,288,,NA,0,29127,No,62,06,"140 E 41st St , New York City , NY 10017 140 E 41st St , New York City, NY 10017",3,sstexasham,https://www.tripadvisor.com//ShowUserReviews-g60763-d1367960-r363634507-Public_House_New_York-New_York_City_New_York.html#REVIEWS,04/01/2016,04/12/16,"This pub was recommended to us by our bellman. The drinks were good with excellent service from the bar staff. The bar was very crowded and extremely noisy so if you want a quiet place to have some drinks, this is not the place for you.",Couples,2,Texas,Dance,Corpus Christi,NA,No,05/10,Busy Bar
0,Public House - New York,156,, 35-49 year old male ,0,17006,No,121,06,"140 E 41st St , New York City , NY 10017 140 E 41st St , New York City, NY 10017",4,ccfceuropesNO1,https://www.tripadvisor.com//ShowUserReviews-g60763-d1367960-r354304142-Public_House_New_York-New_York_City_New_York.html#REVIEWS,02/01/2016,03/10/16,"We used this pub/bar as our ""go to"" local for the 5 days we were in NY.we were only staying around the corner so this was perfect place not too far in the cold night air. They have an happy hour from 4-7 which is when the place starts getting busy. $10 dollars for a draught beer plus a vodka mixer. There is most sports shown on several huge screens,the staff are quite good and there is a seperate bar and restuarant area. We ate here one night and the food was ok but not fantastic. We enjoyed the way the place felt plus the happy hours are decent value.Which is why we kept going back.",Couples,24,NA,Dance,wales,M,No,08/06,TRUE REVIEW OF - THE PUBLIC HOUSE
0,Public House - New York,30,, Female ,0,3306,No,11,04,"140 E 41st St , New York City , NY 10017 140 E 41st St , New York City, NY 10017",4,Jo S,https://www.tripadvisor.com//ShowUserReviews-g60763-d1367960-r328001941-Public_House_New_York-New_York_City_New_York.html#REVIEWS,10/01/2015,11/20/15,"Stopped here for lunch on our last day before catching our coach to the airport. The staff were brilliant, even storing our luggage for us in a secure room. We had a light meal and thought the food was very good - generous portions and very nicely presented? We had a very pleasant afternoon and the barman even bought us a drink!",Couples,8,United Kingdom,Dance,Worthing,F,No,06/11,Last Meal in New York
4,Public House - New York,9,4,NA,0,939,No,34,02,"140 E 41st St , New York City , NY 10017 140 E 41st St , New York City, NY 10017",3,James H,https://www.tripadvisor.com//ShowUserReviews-g60763-d1367960-r239211676-Public_House_New_York-New_York_City_New_York.html#REVIEWS,11/01/2014,11/10/14,"Visited here one afternoon and had an enjoyable experience. There was around only 15 people in the bar and the service was good. Stayed around 2 hours before leaving as they do shut at 17.00 until 20.00 (or at least they did that night) no complaints, very nice place inside.",Couples,,United Kingdom,Dance,Telford,NA,No,05/12,Not that bad
0,Benjamin Restaurant & Bar,315,, 65+ year old male ,0,31710,No,130,06,"603 2nd Ave , at 33rd st , New York City , NY 10016-4858 603 2nd Ave , at 33rd st , New York City, NY 10016-4858",3,Peter S,https://www.tripadvisor.com//ShowUserReviews-g60763-d3365041-r356415756-Benjamin_Restaurant_Bar-New_York_City_New_York.html#REVIEWS,03/01/2016,03/17/16,"I am not a breakfast of brunch person but my wife and I had to get out early for a business visit. Our CPA had told us he finds Benjamin a nice family place, reasonable and friendly. I believe they at one time were affiliated with Mumbles one of since closed Gramercy staples. Our accountant was correct. It is nothing special but served the purpose for a quick and good brunch. I rarely skip the wine but as it was early just opted for coffee along with a very good salmon benedict. My wife had a large three egg omelet and fries. They prepared the egg on the benedict perfectly along with a large portion of Nova Salmon It has been on the corner of 33rd and Second for many years and will surely be around for the near future as there is a need for simple restaurants in this area of escalating prices.",Couples,,New York,Dance,New York City,M,No,11/12,Average Neighborhood Pub
0,Benjamin Restaurant & Bar,5,, Female ,0,651,No,1,02,"603 2nd Ave , at 33rd st , New York City , NY 10016-4858 603 2nd Ave , at 33rd st , New York City, NY 10016-4858",4,citymouse68,https://www.tripadvisor.com//ShowUserReviews-g60763-d3365041-r336193902-Benjamin_Restaurant_Bar-New_York_City_New_York.html#REVIEWS,12/01/2015,12/31/15,"Looking to save money while vacationing in NYC I found this Groupon for 2 glasses of wine, appetizer to share and 2 entrees for $39. Made 6pm reservations on a Monday night, which the Groupon required. Good thing since the place filled up shortly after we arrived. Received bread basket which contained a very delicious cornbread. Had the Sesame Tuna as the App. Was prepared perfectly! Wasabi sauce was liquified wasabi so be warned. Didn't bother us as we both loved wasabi, but was deceiving as a sauce. I ordered the trout which was tasty and cooked just right. Husband had the rack of lamb which he described as savory, well prepared, and tasty. The only red wine that was an option for the groupon was a house cabernet, not the best. Service was great as well. Not disappointed which can often happen when using a Groupon to try a new restaurant.",Couples,5,Massachusetts,Dance,Boston,F,No,08/14,Had Groupon while on Vacation
0,Benjamin Restaurant & Bar,277,, 35-49 year old female ,0,41754,No,114,06,"603 2nd Ave , at 33rd st , New York City , NY 10016-4858 603 2nd Ave , at 33rd st , New York City, NY 10016-4858",4,Caroline H,https://www.tripadvisor.com//ShowUserReviews-g60763-d3365041-r252158525-Benjamin_Restaurant_Bar-New_York_City_New_York.html#REVIEWS,01/01/2015,02/01/15,"I got my Groupon on last week at Benjamin Restaurant & Bar. Great trout, broccoli, and Brussel sprouts! The two Pinot Grigios were good too. I have a ton of food allergies so they were able to accommodate me. I said Gracias to the kitchen staff. The waitstaff was great too.",Couples,400,Massachusetts,Dance,Boston,F,No,09/08,"Great trout, broccoli, and Brussel sprouts!"
0,Benjamin Restaurant & Bar,139,, 50-64 year old male ,0,17830,No,60,06,"603 2nd Ave , at 33rd st , New York City , NY 10016-4858 603 2nd Ave , at 33rd st , New York City, NY 10016-4858",4,ArtNYC,https://www.tripadvisor.com//ShowUserReviews-g60763-d3365041-r229210042-Benjamin_Restaurant_Bar-New_York_City_New_York.html#REVIEWS,09/01/2014,09/16/14,Revisited this restaurant and wondered why we did not come here for often. It's a neighborhood gem. Atmosphere was nice and the noise level is decent. Service was excellent. Food was good; delicious and the portions were big for NYC standard. Pricing was very reasonable.,Couples,43,New York,Dance,New York City,M,No,06/05,Consistently good
0,Benjamin Restaurant & Bar,57,, 35-49 year old female ,0,7156,No,11,05,"603 2nd Ave , at 33rd st , New York City , NY 10016-4858 603 2nd Ave , at 33rd st , New York City, NY 10016-4858",5,jghendriks,https://www.tripadvisor.com//ShowUserReviews-g60763-d3365041-r216141888-Benjamin_Restaurant_Bar-New_York_City_New_York.html#REVIEWS,06/01/2014,07/18/14,Found this restaurant via livingsocial.com. We had a delicious 4 course meal. the Matzo Ball soup was the greatest we had in a long time. The rest of the meal fabulous. The waitress was very kind and helpfull. A real must Do when you are in NY,Couples,33,NA,Dance,,F,Yes,04/13,Hidden gem in New York
