ReviewThanked,ProviderName,ReviewerNumReviews,ReviewHelpful,ReviewerAge,ReviewNumPic,ReviewerPoints,ReviewPicture,ReviewerNumHelpful,ReviewerLevelContrib,ProviderLocation,PointsRate,ReviewerName,ReviewURL,DateVisited,ReviewDate,ReviewText,ReviewType,ReviewerPhotos,ReviewerLocationState,ClassType,ReviewerLocationCity,ReviewerGender,ReviewMobile,ReviewerSince,ReviewTitle
0,The Beverly Hills Hotel,9,,NA,0,1046,No,6,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,Barbara B,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r463814876-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,02/01/2017,03/01/17,"You really feel like you are in old Hollywood when you stay at the Beverly Hills Hotel, and the staff treat you like you're a star. It doesn't look like every other hotel, and I loved that. The rooms are very comfortable, the pool is great fun, and the gardens are beautiful. There's complimentary car at your service which is really nice. That all said, it's definitely a splurge. If it's a special occasion, there's no place better for a getaway in LA",Couples,,NA,Dance,Chicagp,NA,No,08/11,Perfect place for a stay in LA
0,The Beverly Hills Hotel,265,, ,0,27391,No,86,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,K L,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r462374473-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,02/01/2017,02/23/17,They set a high standard for service. We always feel that we get great value. The hotel is amazing as is the service. We will be back. I highly recommend the Polo Bar for dinner and drinks it is also great for people watching.,Couples,11,NA,Dance,Echo Beach,NA,Yes,09/11,Extremely Excellent
0,The Beverly Hills Hotel,22,, 35-49 year old male ,0,3406,No,31,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,Robert-J01,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r459471388-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,01/01/2017,02/13/17,"We love this hotel and will come back. Travelling family of 4 (2 boys age 9 & 14). We booked interconnecting rooms and the only downside of the stay was on the first night at check-in the desk made no mention that they did not actually have interconnecting rooms for us and our rooms were a few rooms apart. When I called and asked what had happened it was explained to me that I had booked adjacent/adjoining and this did not mean connecting rooms. I looked at my booking and email trail and it was absolutely clear to me that I had booked connecting rooms. They did fix it and that was greatly appreciated. But they had a real crack at blowing me off when I sought to check which makes you feel quite uncomfortable. Rest of the time the service at the hotel was excellent. We made great use of the polo lounge, the pool and the gym. So if travelling as a family be quite specific about booking and don't get brushed off if something goes awry.",Couples,,NA,Dance,Sydney,M,No,07/08,Great stay
0,The Beverly Hills Hotel,30,,NA,0,3054,No,19,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,CDTN,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r459046602-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,02/01/2017,02/12/17,"We decided to try something different this year and not get on a plane for Valentine's Day. With Beverly Hill's in our own backyard, we thought it would be fun to explore Rodeo Drive and Beverly Hills. After a lot of research, the Beverly Hills Hotel seemed like the obvious choice. Great decision!! Everything was perfect. Sam at the Front Desk was awesome and everyone we encountered on our visit made us feel special. Luis at the Polo Lounge was very accommodating and makes some great cocktails!! The entire staff from the Valet, Housekeeping and overall staff gets 5 stars. The location of this hotel is great, and they offer complimentary shuttle service within 3 miles of the property. I cannot recommend this place enough. Do yourself a favor and book a trip to the Beverly Hills Hotel soon, you will not be disappointed.",Couples,,NA,Dance,California,NA,No,07/07,Early Valentine's Day
1,The Beverly Hills Hotel,18,1, 25-34 year old female ,0,2756,No,1,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,gabriellestephens25,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r458098439-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,03/01/2016,02/08/17,"We stayed in a bungalow here and we still rant and rave about how this was the ultimate experience. Our bungalow had a study, full kitchen with butlers' entrance, a living room, dining area, large bedroom, a FANTASTIC bathroom (complete with heated tile floors, TVs in the mirrors and close the glass door and it turned into a sauna), an outdoor shower, oh, and last but not least, A PRIVATE POOL. The entire hotel is lovely, and the staff is fantastic. I would recommend indulging if you can :)",Couples,28,Texas,Dance,Houston,F,No,02/17,Right out of a movie!
0,The Beverly Hills Hotel,63,,NA,0,7238,No,8,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,GlenBeach,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r440121817-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,11/01/2016,11/26/16,This really is the pink hotel. Tucked away in Beverly Hills. Staff are very friendly and whilst the hotel is a little tired it's still stunning. The beds are very comfortable and my room is lovely and ample in size. The bathroom is spacious with pink and black tiling which I love very deco in style. After thanks giving they decorated the hotel for xmas over night wow stunning magical. The facilities are great. Worth a visit and stay here,Solo,31,NA,Dance,,NA,Yes,04/15,Visiting my son in LA
0,The Beverly Hills Hotel,39,, ,0,5225,No,25,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,CedricDamourParis,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r428547604-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,11/01/2015,10/16/16,"let me just tell you that staying in a Beverly Hills Hotel bungalow was quite epic: they have been in the past shelter for some the world’s most famous icons such as Elizabeth Taylor, Marilyn Monroe and Marlene Dietrich. A couple of months ago, I returned to the Pink Palace, this time to try the recently refurbished rooms of the main building. Since 2012 through the end of 2014, the hotel had been subject to restoration in order to update its appearance and features, and of course ultimately offer a better guest experience. One thing that hasn't changed, however, is the service and the staff attention to the guests' comfort and needs... Everyone used to Dorchester Collection hotels will tell you that ! The least I can say is, and without much surprise, that it’s a tremendous success. Although I had not previously stayed at the hotel’s main building, it was quite obvious to note the multiple cutting-edge technology features (ah, those illuminated mirrors with built-in televisions…) and sophisticated new palettes… All while feeling the timeless, classical Hollywood glamour atmosphere of the property as if I was a golden age movie star :) In my room, the hotel’s signature pink and green colors were higlighted with materials such as soft leather and rich mohair in shades of cream and taupe. It also felt exceptionally cosy, needless to say. Besides the walnut, ebonized oak, and parchment lacquered furniture added depth to the ambience – especially when accentuated with the custom, antique bronze lighting fixtures lights… Sophisticated new features and amenities include B&O TVs with integrated technology and illuminated mirrors with built-in televisions, as previously mentioned... The thoughtfully-crafted restoration that I was able to observe hones and honors the original patina of The Beverly Hills Hotel, restoring and polishing its iconic design elements. The Beverly Hills Hotel definitely deserves its worldwide reputation, as one of the best and most iconic hotels ever.",Solo,39,NA,Dance,,NA,No,08/15,back at The Beverly Hills Hotel !
0,The Beverly Hills Hotel,90,, 25-34 year old male ,0,9696,No,41,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,BuriuDragos,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r422671052-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,09/01/2016,09/26/16,"Another perfect stay at the Beverly Hills Hotel. I had a quiet room very nicely furnished. Breakfast is special as you can eat a Mexican omelette if you wish. The gym, although small, is equipped with state of the art equipment from Technogym. I highly recommend it!",Solo,21,Romania,Dance,Bucharest,M,Yes,03/14,Another perfect stay
1,The Beverly Hills Hotel,13,1,NA,0,1315,No,10,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,Erica S,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r400525097-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,06/01/2016,08/02/16,"I'm so happy I crossed this hotel off my bucket list, but I loved it so much I definitely need to make it back here at some point. Even the most basic room feels so luxe. I'm a history nerd, so I stay at a lot of historic hotels, and while It oozes old Hollywood, but it doesn't feel like an old hotel at all because everything from the gardens to bathrooms are so immaculately maintained. The service is incredible, everyone was beyond nice and helpful. I ate dinner and breakfast in the Polo Lounge- both were delicious! The bar by the pool has a great menu and drinks too. This place is definitely pricey, but you really get what you're paying for. If you're looking for old Hollywood luxury, you'd be doing yourself a disservice to not stay here!",Solo,,NA,Dance,,NA,No,08/12,One of the best hotel stays I've ever had!
1,The Beverly Hills Hotel,,1,NA,0,5,No,,0,"9641 Sunset Blvd , Beverly Hills , CA 90210-2938 9641 Sunset Blvd , Beverly Hills, CA 90210-2938",5,Nancy R,https://www.tripadvisor.com//ShowUserReviews-g32070-d76093-r368389088-The_Beverly_Hills_Hotel-Beverly_Hills_California.html#CHECK_RATES_CONT,04/01/2016,04/28/16,,Solo,,Virginia,Dance,Charlottesville,NA,No,02/11,Fabulous!
0,The Peninsula Beverly Hills,39,,NA,0,3923,No,23,0,"9882 South Santa Monica Blvd , Beverly Hills , CA 90212 9882 South Santa Monica Blvd , Beverly Hills, CA 90212",5,Fantastech,https://www.tripadvisor.com//ShowUserReviews-g32070-d76020-r465092774-The_Peninsula_Beverly_Hills-Beverly_Hills_California.html#CHECK_RATES_CONT,03/01/2017,03/06/17,"You know that you are going to be well taken care of when you've been nicely greeted by 5 different staff members before even reaching the check in desk. That set the tone for the entire evening. Every staff member was polite, courteous and very helpful. While you clearly pay for this service, it is money well spent. I would definitely return here if travel takes me back to LA.",Couples,,California,Dance,San Diego,NA,Yes,07/11,"Everything you want in helpful, friendly staff"
2,The Peninsula Beverly Hills,5,2,NA,0,4285,No,5,0,"9882 South Santa Monica Blvd , Beverly Hills , CA 90212 9882 South Santa Monica Blvd , Beverly Hills, CA 90212",5,Ken M,https://www.tripadvisor.com//ShowUserReviews-g32070-d76020-r457387638-The_Peninsula_Beverly_Hills-Beverly_Hills_California.html#CHECK_RATES_CONT,12/01/2016,02/05/17,"Fabulous. Need I say more? The front entrance and lobby Xmas decor was near perfect and gave a wonderful ambiance. The Rolls Royce and Bentley to cruise Rodeo Drive with a personal chauffeur set the tone in this place. We went here for the rooftop pool, afternoon tea, and the live piano music. The service was top-notch and young ladies always smiled while being very attentive to us. A definitive stay if staying near the Westwood or Beverly Hills area. Prefer the Villa King Room with bed and breakfast service.",Couples,126,NA,Dance,,NA,No,01/16,Xmas decor and so much more
